(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(2)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(581)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(585)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(586)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(587)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(589)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(593)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(598)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(601)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(604)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(607)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(608)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(609)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(611)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(614)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(615)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(617)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(620)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(621)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(623)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(625)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(627)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(628)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(629)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(636)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(639)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(645)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(648)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(649)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(653)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(654)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(657)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(658)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(659)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(660)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(666)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(668)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(670)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(672)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(675)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(676)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(684)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(686)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(692)), {C=0.0010220768601798855, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(693)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(695)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(696)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(697)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(700)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(701)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(708)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(710)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(718)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(719)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(721)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(725)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(726)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(733)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(735)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(737)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(739)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(748)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(753)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(757)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(761)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(764)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(770)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(774)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(777)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(784)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(787)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(791)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(792)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(794)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(797)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(801)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(803)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(804)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(805)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(806)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(814)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(821)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(823)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(827)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(830)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(831)), {C=0.000919869174161897, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(832)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(834)), {C=0.000919869174161897, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(839)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(840)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(843)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(844)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(849)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(850)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(860)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(867)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(868)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(870)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(873)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(875)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(878)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(880)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(882)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(883)), {C=0.000919869174161897, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(890)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(896)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(897)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(900)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(901)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(903)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(904)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(905)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(907)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(909)), {C=0.000919869174161897, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(910)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(912)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(915)), {C=0.000919869174161897, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(916)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(917)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(918)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(920)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(924)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(926)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(928)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(931)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(934)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(937)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(945)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(946)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(947)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(948)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(951)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(952)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(953)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(960)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(963)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(965)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(967)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(969)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(974)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(975)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(976)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(981)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(983)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(984)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(987)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(990)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(992)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(994)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(995)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1001)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1002)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1006)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1011)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1014)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1015)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1018)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1019)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1022)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1023)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1024)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1026)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1028)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1034)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1036)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1040)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1045)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1046)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1048)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1053)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1056)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1057)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1060)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1063)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1070)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1077)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1079)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1084)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1086)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1087)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1089)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1093)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1100)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1105)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1106)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1107)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1109)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1117)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1122)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1123)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1126)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1127)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1134)), {C=0.0005110384300899427, S=0.00048633401420095323}
