(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(2)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(808)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(814)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(832)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(834)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(836)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(838)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(839)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(840)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(845)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(852)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(861)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(862)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(873)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(884)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(903)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(905)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(912)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(913)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(918)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(920)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(921)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(926)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(928)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(944)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(957)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(960)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(966)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(969)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(972)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(976)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(982)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(989)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(990)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(994)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1001)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1002)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1006)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1011)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1013)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1015)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1018)), {C=0.0009122237989053315, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1024)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1031)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1036)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1041)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1042)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1044)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1046)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1047)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1048)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1063)), {C=0.0008108655990269614, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1072)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1083)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1084)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1086)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1087)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1092)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1099)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1101)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1104)), {C=0.0008108655990269614, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1120)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1127)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1134)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1135)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1142)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1148)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1149)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1155)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1157)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1159)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1165)), {C=0.0010135819987837017, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1172)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1182)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1183)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1184)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1185)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1203)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1205)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1206)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1207)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1210)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1211)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1218)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1221)), {C=0.0008108655990269614, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1222)), {C=0.0008108655990269614, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1231)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1232)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1238)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1239)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1242)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1244)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1245)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1247)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1255)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1256)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1257)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1259)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1262)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1267)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1271)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1275)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1287)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1289)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1292)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1303)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1304)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1305)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1308)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1315)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1327)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1331)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1333)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1335)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1337)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1338)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1341)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1342)), {C=0.0008108655990269614, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1352)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1353)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1356)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1362)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1366)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1367)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1387)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1388)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1389)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1391)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1394)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1398)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1402)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1403)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1409)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1412)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1414)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1415)), {C=0.0008108655990269614, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1416)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1421)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1426)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1434)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1438)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1442)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1448)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1452)), {C=0.0009122237989053315, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1453)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1454)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1458)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1463)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1467)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1472)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1473)), {C=0.0008108655990269614, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1476)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1479)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1494)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1498)), {C=0.0008108655990269614, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1499)), {C=0.0008108655990269614, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1504)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1506)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1515)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1519)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1522)), {C=0.0007095073991485911, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1527)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1530)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1533)), {C=0.0009122237989053315, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1535)), {C=0.000608149199270221, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1538)), {C=0.0005067909993918509, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1543)), {C=0.0008108655990269614, S=0.0007781344227215252}
