(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(12)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(997)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1000)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1001)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1004)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1009)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1021)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1026)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1031)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1038)), {C=0.0007105156313438896, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1041)), {C=0.0007105156313438896, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1044)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1047)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1073)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1084)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1104)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1113)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1115)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1117)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1129)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1133)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1136)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1137)), {C=0.0007105156313438896, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1145)), {C=0.0007105156313438896, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1148)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1150)), {C=0.0007105156313438896, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1152)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1160)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1171)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1177)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1181)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1182)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1188)), {C=0.0007105156313438896, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1193)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1195)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1198)), {C=0.0008120178643930167, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1199)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1204)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1211)), {C=0.0007105156313438896, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1224)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1230)), {C=0.0007105156313438896, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1243)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1246)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1250)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1254)), {C=0.0007105156313438896, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1259)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1275)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1276)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1279)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1281)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1288)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1295)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1305)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1311)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1326)), {C=0.0010150223304912708, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1327)), {C=0.0007105156313438896, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1332)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1336)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1339)), {C=0.0008120178643930167, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1349)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1357)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1358)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1363)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1364)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1376)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1389)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1390)), {C=0.0007105156313438896, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1392)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1393)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1394)), {C=0.0007105156313438896, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1403)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1410)), {C=0.0007105156313438896, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1411)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1422)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1425)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1426)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1429)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1430)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1435)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1444)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1445)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1447)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1448)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1466)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1469)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1470)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1471)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1477)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1487)), {C=0.0007105156313438896, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1489)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1500)), {C=0.0007105156313438896, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1503)), {C=0.0007105156313438896, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1510)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1513)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1516)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1526)), {C=0.0008120178643930167, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1527)), {C=0.0008120178643930167, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1539)), {C=0.0006090133982947625, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1555)), {C=0.0007105156313438896, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1557)), {C=0.0005075111652456354, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(S)) --> (buy(1558)), {C=0.0006090133982947625, S=0.0005836008170411438}
