(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(11)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1235)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1245)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1251)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1254)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1261)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1262)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1266)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1274)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1276)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1280)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1281)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1282)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1294)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1300)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1314)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1319)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1340)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1356)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1358)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1384)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1395)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1398)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1407)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1411)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1413)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1419)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1423)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1432)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1446)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1447)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1452)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1455)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1459)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1462)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1463)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1467)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1469)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1473)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1474)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1483)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1491)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1494)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1499)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($10K - $30K))(education(Partial High School))(marital_status(M)) --> (buy(1541)), {C=0.0005107774032076821, S=0.00048633401420095323}
