(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(2)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(969)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(971)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(972)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(976)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(978)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(979)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(982)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(999)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1001)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1002)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1005)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1009)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1013)), {C=0.0007094354920441876, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1018)), {C=0.0008107834194790717, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1020)), {C=0.0007094354920441876, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1024)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1037)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1041)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1044)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1048)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1063)), {C=0.0009121313469139557, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1072)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1083)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1087)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1091)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1100)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1101)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1104)), {C=0.0007094354920441876, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1119)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1120)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1127)), {C=0.0007094354920441876, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1134)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1149)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1150)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1155)), {C=0.0008107834194790717, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1165)), {C=0.0008107834194790717, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1170)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1175)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1176)), {C=0.0007094354920441876, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1182)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1185)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1190)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1203)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1210)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1220)), {C=0.0007094354920441876, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1233)), {C=0.0007094354920441876, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1236)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1245)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1247)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1255)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1256)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1267)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1275)), {C=0.0007094354920441876, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1281)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1285)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1287)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1292)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1299)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1309)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1314)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1320)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1327)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1337)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1341)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1342)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1348)), {C=0.0007094354920441876, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1354)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1356)), {C=0.0007094354920441876, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1357)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1362)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1366)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1371)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1377)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1382)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1387)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1388)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1389)), {C=0.0007094354920441876, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1393)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1394)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1400)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1409)), {C=0.0008107834194790717, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1414)), {C=0.0008107834194790717, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1424)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1432)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1441)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1443)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1448)), {C=0.0008107834194790717, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1449)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1453)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1458)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1486)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1495)), {C=0.0007094354920441876, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1498)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1499)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1504)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1517)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1519)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1520)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1522)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1525)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1527)), {C=0.0006080875646093037, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1533)), {C=0.0007094354920441876, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1543)), {C=0.0007094354920441876, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1545)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1546)), {C=0.0005067396371744199, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(marital_status(M)) --> (buy(1556)), {C=0.0005067396371744199, S=0.00048633401420095323}
