(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(2)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(337)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(338)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(339)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(340)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(341)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(343)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(345)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(347)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(348)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(349)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(350)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(351)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(353)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(354)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(356)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(358)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(359)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(360)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(361)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(362)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(363)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(366)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(368)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(370)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(372)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(374)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(376)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(378)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(379)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(380)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(381)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(382)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(383)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(384)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(385)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(386)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(388)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(389)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(390)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(391)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(393)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(394)), {C=0.0011246293834986198, S=0.001069934831242097}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(397)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(398)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(400)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(401)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(402)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(404)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(405)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(407)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(408)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(410)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(413)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(414)), {C=0.0010223903486351088, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(416)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(417)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(419)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(420)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(421)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(424)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(425)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(426)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(427)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(428)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(430)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(431)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(432)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(433)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(435)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(436)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(438)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(439)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(440)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(441)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(442)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(443)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(445)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(446)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(447)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(448)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(449)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(451)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(452)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(453)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(455)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(456)), {C=0.0011246293834986198, S=0.001069934831242097}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(457)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(462)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(463)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(464)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(465)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(466)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(467)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(468)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(470)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(471)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(472)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(475)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(477)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(478)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(479)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(480)), {C=0.0010223903486351088, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(481)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(483)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(484)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(485)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(488)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(489)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(490)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(494)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(496)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(497)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(501)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(507)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(508)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(511)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(512)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(513)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(516)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(517)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(520)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(521)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(522)), {C=0.0011246293834986198, S=0.001069934831242097}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(523)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(524)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(526)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(527)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(528)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(529)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(532)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(533)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(534)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(535)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(536)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(537)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(538)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(540)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(541)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(543)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(544)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(545)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(548)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(549)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(550)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(552)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(556)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(558)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(559)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(560)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(561)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(562)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(563)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(564)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(566)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(567)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(568)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(569)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(571)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(572)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(573)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(574)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(575)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(576)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(578)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(580)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(582)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(583)), {C=0.0005111951743175544, S=0.00048633401420095323}
