(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(4)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(346)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(349)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(350)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(353)), {C=0.0013107591480065537, S=0.0011672016340822876}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(355)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(356)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(358)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(360)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(363)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(364)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(365)), {C=0.0013107591480065537, S=0.0011672016340822876}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(366)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(369)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(372)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(373)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(376)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(378)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(379)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(380)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(382)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(383)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(384)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(385)), {C=0.0013107591480065537, S=0.0011672016340822876}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(386)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(388)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(389)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(390)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(392)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(393)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(394)), {C=0.0013107591480065537, S=0.0011672016340822876}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(395)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(397)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(398)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(400)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(403)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(405)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(406)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(407)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(408)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(409)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(410)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(411)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(412)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(413)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(414)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(415)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(416)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(417)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(418)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(419)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(420)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(422)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(423)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(425)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(426)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(427)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(431)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(433)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(435)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(437)), {C=0.0013107591480065537, S=0.0011672016340822876}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(438)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(440)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(441)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(442)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(444)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(445)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(447)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(448)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(450)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(451)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(452)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(453)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(454)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(455)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(456)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(457)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(460)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(462)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(463)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(464)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(466)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(467)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(468)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(469)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(470)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(472)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(473)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(474)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(475)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(477)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(480)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(481)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(482)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(483)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(484)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(485)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(486)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(487)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(489)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(491)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(492)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(497)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(499)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(500)), {C=0.0013107591480065537, S=0.0011672016340822876}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(502)), {C=0.0014199890770070999, S=0.0012644684369224784}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(503)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(504)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(507)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(509)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(510)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(511)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(513)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(514)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(515)), {C=0.0012015292190060078, S=0.001069934831242097}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(516)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(517)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(518)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(519)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(521)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(522)), {C=0.0012015292190060078, S=0.001069934831242097}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(524)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(525)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(526)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(527)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(528)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(529)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(530)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(531)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(532)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(533)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(535)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(536)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(537)), {C=0.0012015292190060078, S=0.001069934831242097}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(538)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(540)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(541)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(542)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(543)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(544)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(545)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(546)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(547)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(549)), {C=0.0014199890770070999, S=0.0012644684369224784}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(550)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(551)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(552)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(553)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(554)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(555)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(556)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(557)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(558)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(563)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(564)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(566)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(567)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(568)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(569)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(570)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(572)), {C=0.0012015292190060078, S=0.001069934831242097}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(574)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(575)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(576)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(578)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(579)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(580)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(581)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(582)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(583)), {C=0.001529219006007646, S=0.001361735239762669}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(584)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(585)), {C=0.0013107591480065537, S=0.0011672016340822876}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(586)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(587)), {C=0.0012015292190060078, S=0.001069934831242097}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(588)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(589)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(590)), {C=0.0012015292190060078, S=0.001069934831242097}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(591)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(592)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(593)), {C=0.0013107591480065537, S=0.0011672016340822876}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(597)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(598)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(600)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(604)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(606)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(608)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(609)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(610)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(611)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(612)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(613)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(614)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(617)), {C=0.0012015292190060078, S=0.001069934831242097}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(618)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(620)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(621)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(622)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(626)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(627)), {C=0.0012015292190060078, S=0.001069934831242097}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(628)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(629)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(630)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(631)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(633)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(634)), {C=0.001529219006007646, S=0.001361735239762669}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(637)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(638)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(640)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(641)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(644)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(645)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(646)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(647)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(648)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(649)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(650)), {C=0.0005461496450027308, S=0.00048633401420095323}
