(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(5)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(821)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(827)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(831)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(836)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(837)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(839)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(845)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(847)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(848)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(849)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(854)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(855)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(859)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(860)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(863)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(865)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(866)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(867)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(874)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(876)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(879)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(882)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(884)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(885)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(886)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(889)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(891)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(900)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(903)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(905)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(909)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(911)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(914)), {C=0.000999222826690352, S=0.0008754012255617158}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(915)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(919)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(923)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(924)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(929)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(930)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(931)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(937)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(938)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(939)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(943)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(946)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(947)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(948)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(949)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(954)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(956)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(959)), {C=0.000999222826690352, S=0.0008754012255617158}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(962)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(964)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(967)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(969)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(970)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(975)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(978)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(979)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(981)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(982)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(984)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(986)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(987)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(990)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(991)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(997)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(999)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1002)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1003)), {C=0.000999222826690352, S=0.0008754012255617158}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1020)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1024)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1025)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1029)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1031)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1037)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1039)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1044)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1046)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1050)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1054)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1055)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1058)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1059)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1062)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1063)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1065)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1066)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1068)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1069)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1070)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1072)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1077)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1078)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1082)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1083)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1084)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1090)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1096)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1097)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1103)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1109)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1110)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1112)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1113)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1117)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1123)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1125)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1126)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1130)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1133)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1134)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1137)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1138)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1139)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1141)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1144)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1148)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1158)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1162)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1164)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1173)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1176)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1187)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1192)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1199)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1200)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1201)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1204)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1205)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1206)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1209)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1211)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1213)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1215)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1216)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1218)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1220)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1222)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1224)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1246)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1249)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1250)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1251)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1252)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1257)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1264)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1269)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1273)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1274)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1275)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1276)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1282)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1284)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1286)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1289)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1290)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1291)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1292)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1296)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1297)), {C=0.0011102475852115023, S=0.0009726680284019065}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1299)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1300)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1305)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1313)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1319)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1320)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1325)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1329)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1330)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1335)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1341)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1343)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1346)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1347)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1351)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1352)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1365)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1368)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1370)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1380)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1382)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1383)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1388)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1389)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1393)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1397)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1398)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1399)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1408)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1409)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1410)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1415)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1418)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1420)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1422)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1423)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1434)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1438)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1441)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1446)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1447)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1450)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1452)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1453)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1455)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1458)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1459)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1469)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1471)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1472)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1476)), {C=0.0005551237926057511, S=0.00048633401420095323}
