(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(3)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1091)), {C=0.001391304347826087, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1099)), {C=0.001217391304347826, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1105)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1107)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1109)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1111)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1114)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1120)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1131)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1132)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1134)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1136)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1138)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1140)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1147)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1151)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1156)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1162)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1163)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1176)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1189)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1191)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1192)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1207)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1220)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1221)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1222)), {C=0.001217391304347826, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1224)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1226)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1227)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1231)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1235)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1237)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1239)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1243)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1250)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1257)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1271)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1291)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1295)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1301)), {C=0.001391304347826087, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1305)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1311)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1318)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1323)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1324)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1325)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1332)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1347)), {C=0.001565217391304348, S=0.0008754012255617158}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1360)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1362)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1371)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1372)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1378)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1382)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1383)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1384)), {C=0.001565217391304348, S=0.0008754012255617158}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1387)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1395)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1397)), {C=0.001565217391304348, S=0.0008754012255617158}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1400)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1401)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1403)), {C=0.001391304347826087, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1407)), {C=0.001391304347826087, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1410)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1420)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1422)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1427)), {C=0.001217391304347826, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1429)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1433)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1437)), {C=0.001391304347826087, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1443)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1447)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1449)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1451)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1452)), {C=0.001565217391304348, S=0.0008754012255617158}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1455)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1470)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1473)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1485)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1486)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1487)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1488)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1493)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1500)), {C=0.001217391304347826, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1520)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1528)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1538)), {C=0.0010434782608695651, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1539)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1545)), {C=0.001391304347826087, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1549)), {C=0.0008695652173913044, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(marital_status(S)) --> (buy(1550)), {C=0.0010434782608695651, S=0.0005836008170411438}
