(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(3)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(373)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(374)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(376)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(377)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(378)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(382)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(383)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(384)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(385)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(386)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(388)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(389)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(390)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(391)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(392)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(393)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(394)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(395)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(396)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(397)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(400)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(401)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(402)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(405)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(406)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(407)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(408)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(409)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(412)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(413)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(414)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(415)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(416)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(418)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(419)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(421)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(426)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(427)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(428)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(429)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(431)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(432)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(434)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(436)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(437)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(438)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(440)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(441)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(442)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(443)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(444)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(446)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(448)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(450)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(453)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(454)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(455)), {C=0.0011807642765135251, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(456)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(457)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(458)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(460)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(461)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(462)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(463)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(464)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(466)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(467)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(468)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(469)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(471)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(472)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(473)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(475)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(476)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(477)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(480)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(481)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(482)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(483)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(485)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(486)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(490)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(491)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(492)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(494)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(495)), {C=0.001395448690425075, S=0.0012644684369224784}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(496)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(498)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(500)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(501)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(502)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(503)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(504)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(505)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(506)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(508)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(509)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(510)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(511)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(513)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(514)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(516)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(517)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(518)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(519)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(520)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(521)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(522)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(523)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(524)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(525)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(527)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(528)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(529)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(530)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(531)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(536)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(537)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(539)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(540)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(543)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(544)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(545)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(547)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(549)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(550)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(552)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(554)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(555)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(556)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(558)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(560)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(562)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(563)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(565)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(566)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(567)), {C=0.0011807642765135251, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(569)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(570)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(572)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(573)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(575)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(576)), {C=0.0011807642765135251, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(577)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(578)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(579)), {C=0.0011807642765135251, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(582)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(584)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(586)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(587)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(589)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(591)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(592)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(593)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(595)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(597)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(598)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(599)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(602)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(603)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(604)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(605)), {C=0.0011807642765135251, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(608)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(609)), {C=0.0012881064834693, S=0.0011672016340822876}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(611)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(612)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(613)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(614)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(615)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(617)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(618)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(619)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(621)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(622)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(623)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(626)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(628)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(629)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(630)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(632)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(636)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(637)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(638)), {C=0.0012881064834693, S=0.0011672016340822876}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(639)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(640)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(642)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(645)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(647)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(648)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(649)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(652)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(653)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(655)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(656)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(660)), {C=0.0011807642765135251, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(661)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(662)), {C=0.0011807642765135251, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(663)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(664)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(665)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(668)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(670)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(671)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(673)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(675)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(676)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(677)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(679)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(680)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(681)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(683)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(685)), {C=0.0007513954486904251, S=0.0006808676198813345}
