(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(4)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(316)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(318)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(320)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(321)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(322)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(324)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(325)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(326)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(328)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(329)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(331)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(334)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(336)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(337)), {C=0.0012871393328327792, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(339)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(342)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(343)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(346)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(348)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(351)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(353)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(354)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(358)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(361)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(362)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(363)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(364)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(365)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(366)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(369)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(370)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(371)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(372)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(374)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(375)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(378)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(380)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(381)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(382)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(383)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(384)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(385)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(386)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(388)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(389)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(390)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(392)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(393)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(394)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(400)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(402)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(404)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(405)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(406)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(407)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(411)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(413)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(414)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(415)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(419)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(420)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(422)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(423)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(425)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(426)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(427)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(428)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(431)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(432)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(433)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(437)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(439)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(440)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(441)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(442)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(443)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(444)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(445)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(447)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(451)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(452)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(454)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(455)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(456)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(458)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(460)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(463)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(464)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(465)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(468)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(469)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(470)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(472)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(473)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(474)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(477)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(480)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(481)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(483)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(485)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(486)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(489)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(492)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(493)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(495)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(497)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(500)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(502)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(504)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(506)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(511)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(512)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(513)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(514)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(515)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(517)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(518)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(519)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(521)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(522)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(523)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(524)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(525)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(526)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(528)), {C=0.001179877721763381, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(529)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(532)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(533)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(534)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(536)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(538)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(539)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(540)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(542)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(543)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(544)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(547)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(548)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(549)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(550)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(551)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(552)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(553)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(554)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(558)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(563)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(564)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(567)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(569)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(570)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(571)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(572)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(574)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(575)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(576)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(580)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(581)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(582)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(583)), {C=0.001179877721763381, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(584)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(585)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(586)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(587)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(588)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(589)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(590)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(591)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(592)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(593)), {C=0.001608924166040974, S=0.0014590020426028597}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(594)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(595)), {C=0.0007508312774857878, S=0.0006808676198813345}
