(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(6)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(606)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(608)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(609)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(611)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(612)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(615)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(622)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(628)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(632)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(636)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(637)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(638)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(639)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(642)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(643)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(647)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(658)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(663)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(671)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(676)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(677)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(683)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(688)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(692)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(694)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(698)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(702)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(728)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(729)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(737)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(738)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(739)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(742)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(743)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(748)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(749)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(751)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(765)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(766)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(769)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(778)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(784)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(791)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(794)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(795)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(797)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(798)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(808)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(814)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(819)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(823)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(827)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(830)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(834)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(841)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(842)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(843)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(847)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(850)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(858)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(860)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(861)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(866)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(871)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(873)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(882)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(887)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(889)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(892)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(897)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(898)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(899)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(902)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(903)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(905)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(906)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(908)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(910)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(912)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(915)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(918)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(924)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(925)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(926)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(938)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(942)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(943)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(944)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(947)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(948)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(953)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(956)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(958)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(960)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(964)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(965)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(970)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(971)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(975)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(980)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(983)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(985)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(987)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(989)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(992)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(994)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(996)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1001)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1005)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1012)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1016)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1019)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1022)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1028)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1030)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1032)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1036)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1041)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1042)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1046)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1048)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1053)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1055)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1058)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1066)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1069)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1070)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1078)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1079)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1082)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1087)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1091)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1096)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1099)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1103)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1110)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1113)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1120)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1121)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1124)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1125)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1127)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1128)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1131)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1137)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1141)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1145)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1147)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1148)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1153)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1156)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1157)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1158)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1162)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1171)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1174)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1182)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1188)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1194)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1195)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1198)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1208)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1209)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1210)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1216)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1219)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1220)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1225)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1227)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1232)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1237)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1240)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1241)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1242)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1243)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1246)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1263)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1268)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1275)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1276)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1282)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1287)), {C=0.0006509710317890853, S=0.0005836008170411438}
