(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(3)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(461)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(463)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(464)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(466)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(469)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(470)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(472)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(478)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(481)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(482)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(485)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(486)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(488)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(490)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(492)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(494)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(495)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(496)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(499)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(500)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(502)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(504)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(505)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(506)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(508)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(510)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(511)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(514)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(515)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(516)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(518)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(521)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(522)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(524)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(525)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(527)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(528)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(529)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(530)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(531)), {C=0.001099989000109999, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(536)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(537)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(540)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(543)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(544)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(545)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(549)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(550)), {C=0.001099989000109999, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(554)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(555)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(556)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(560)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(561)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(563)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(565)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(566)), {C=0.001099989000109999, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(567)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(568)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(569)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(574)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(575)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(576)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(579)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(580)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(583)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(587)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(591)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(592)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(593)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(594)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(595)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(597)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(598)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(599)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(605)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(608)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(609)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(611)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(614)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(615)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(617)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(622)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(626)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(627)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(628)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(630)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(632)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(636)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(638)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(639)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(640)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(641)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(643)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(647)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(648)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(652)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(655)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(656)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(660)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(661)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(662)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(668)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(670)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(671)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(673)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(675)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(676)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(677)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(680)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(683)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(685)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(688)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(689)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(691)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(692)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(693)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(696)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(697)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(698)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(704)), {C=0.001099989000109999, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(712)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(713)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(714)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(718)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(721)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(724)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(725)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(729)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(732)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(733)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(734)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(737)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(745)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(746)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(748)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(750)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(751)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(762)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(765)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(766)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(767)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(769)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(772)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(776)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(778)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(779)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(782)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(783)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(784)), {C=0.001099989000109999, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(787)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(788)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(791)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(792)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(794)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(798)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(800)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(805)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(806)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(810)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(812)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(814)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(815)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(816)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(819)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(822)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(823)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(825)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(826)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(829)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(830)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(833)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(836)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(838)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(840)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(841)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(842)), {C=0.0012099879001209988, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(843)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(844)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(846)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(847)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(848)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(850)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(855)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(856)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(858)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(861)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(862)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(864)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(866)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(869)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(871)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(873)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(877)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(879)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(882)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(885)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(888)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(889)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(891)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(892)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(893)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(895)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(896)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(897)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(898)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(899)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(900)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(903)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(906)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(908)), {C=0.001099989000109999, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(910)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(911)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(912)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(913)), {C=0.0005499945000549995, S=0.00048633401420095323}
