(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(5)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(642)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(643)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(647)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(648)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(652)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(654)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(655)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(662)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(664)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(669)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(671)), {C=0.0016305959086866293, S=0.001069934831242097}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(673)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(674)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(679)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(682)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(683)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(684)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(686)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(687)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(688)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(690)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(698)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(701)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(710)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(711)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(712)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(715)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(718)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(721)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(722)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(723)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(730)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(736)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(738)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(743)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(746)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(748)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(750)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(751)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(765)), {C=0.0013341239252890604, S=0.0008754012255617158}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(769)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(770)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(773)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(775)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(779)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(782)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(783)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(791)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(794)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(799)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(800)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(804)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(808)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(810)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(813)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(815)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(818)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(822)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(826)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(827)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(830)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(831)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(832)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(836)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(837)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(838)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(841)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(847)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(848)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(849)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(854)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(855)), {C=0.0014823599169878447, S=0.0009726680284019065}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(858)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(859)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(860)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(865)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(867)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(868)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(869)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(874)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(876)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(877)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(878)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(879)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(880)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(882)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(883)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(885)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(886)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(887)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(891)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(895)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(900)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(904)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(905)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(907)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(909)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(914)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(915)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(917)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(920)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(921)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(923)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(924)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(928)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(929)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(930)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(931)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(933)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(937)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(938)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(940)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(943)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(945)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(947)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(948)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(949)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(950)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(955)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(956)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(957)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(958)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(959)), {C=0.0014823599169878447, S=0.0009726680284019065}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(960)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(962)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(964)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(966)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(967)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(968)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(969)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(970)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(973)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(975)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(979)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(980)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(982)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(983)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(984)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(985)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(986)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(987)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(988)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(991)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(994)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(997)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(999)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1002)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1003)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1005)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1006)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1008)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1013)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1014)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1025)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1029)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1031)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1032)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1035)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1037)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1039)), {C=0.0013341239252890604, S=0.0008754012255617158}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1042)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1043)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1044)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1046)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1050)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1054)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1057)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1058)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1062)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1065)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1066)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1069)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1070)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1076)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1077)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1078)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1079)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1082)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1083)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1084)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1086)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1087)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1089)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1090)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1093)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1094)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1096)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1097)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1105)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1108)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1110)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1112)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1113)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1114)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1115)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1117)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1123)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1126)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1130)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1132)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1133)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1134)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1137)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1138)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1139)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1141)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1144)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1148)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1158)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1160)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1162)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1164)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1173)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1185)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1187)), {C=0.0013341239252890604, S=0.0008754012255617158}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1192)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1193)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1195)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1199)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1200)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1201)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1206)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1207)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1211)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1212)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1213)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1215)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1216)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1221)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1222)), {C=0.0007411799584939224, S=0.00048633401420095323}
