(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(3)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(540)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(543)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(544)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(545)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(547)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(549)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(550)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(556)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(558)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(560)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(563)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(566)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(567)), {C=0.0014733458344495045, S=0.001069934831242097}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(569)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(570)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(572)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(575)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(576)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(577)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(579)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(582)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(586)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(587)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(589)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(593)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(595)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(597)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(598)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(599)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(604)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(605)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(608)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(609)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(611)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(612)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(613)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(614)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(615)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(617)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(621)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(622)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(626)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(628)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(629)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(632)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(637)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(638)), {C=0.0013394053040450041, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(639)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(640)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(642)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(645)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(647)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(648)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(649)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(653)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(655)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(661)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(662)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(663)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(670)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(673)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(676)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(683)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(689)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(690)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(691)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(692)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(696)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(712)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(713)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(714)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(715)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(723)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(725)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(727)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(728)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(732)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(737)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(739)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(748)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(749)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(755)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(757)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(763)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(765)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(766)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(767)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(769)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(778)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(782)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(784)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(787)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(789)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(791)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(794)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(797)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(802)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(805)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(806)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(810)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(812)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(815)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(816)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(817)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(819)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(820)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(822)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(823)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(824)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(826)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(828)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(835)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(836)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(838)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(841)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(842)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(844)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(846)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(848)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(855)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(856)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(858)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(860)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(861)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(862)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(863)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(865)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(869)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(871)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(872)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(873)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(880)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(881)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(882)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(887)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(888)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(889)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(892)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(894)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(895)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(896)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(897)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(898)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(900)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(901)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(902)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(903)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(905)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(906)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(908)), {C=0.0016072863648540047, S=0.0011672016340822876}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(909)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(910)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(912)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(914)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(915)), {C=0.0014733458344495045, S=0.001069934831242097}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(918)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(924)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(925)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(926)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(927)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(928)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(930)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(932)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(934)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(936)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(937)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(938)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(942)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(948)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(952)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(955)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(956)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(958)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(960)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(963)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(964)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(965)), {C=0.0017412268952585054, S=0.0012644684369224784}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(966)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(970)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(971)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(972)), {C=0.0013394053040450041, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(974)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(975)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(976)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(977)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(980)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(983)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(987)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(988)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(989)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(992)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(996)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(997)), {C=0.0009375837128315028, S=0.0006808676198813345}
