(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(2)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(738)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(751)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(759)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(762)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(764)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(780)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(781)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(785)), {C=0.0008058829455021659, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(787)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(794)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(795)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(804)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(805)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(807)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(810)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(831)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(834)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(836)), {C=0.0008058829455021659, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(837)), {C=0.0008058829455021659, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(838)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(840)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(850)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(852)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(854)), {C=0.0008058829455021659, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(855)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(861)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(862)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(872)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(877)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(881)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(882)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(884)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(885)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(887)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(891)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(894)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(900)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(902)), {C=0.0008058829455021659, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(905)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(906)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(907)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(911)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(912)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(913)), {C=0.0008058829455021659, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(920)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(921)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(923)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(925)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(926)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(934)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(935)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(936)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(937)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(944)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(948)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(949)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(956)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(958)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(963)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(966)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(968)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(971)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(978)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(979)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(982)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(986)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(994)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(995)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1001)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1002)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1005)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1009)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1013)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1018)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1020)), {C=0.0008058829455021659, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1021)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1024)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1026)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1027)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1031)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1041)), {C=0.0009066183136899365, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1045)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1063)), {C=0.0008058829455021659, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1072)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1075)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1083)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1087)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1091)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1100)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1115)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1124)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1127)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1135)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1136)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1137)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1141)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1144)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1148)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1150)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1154)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1155)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1158)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1159)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1165)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1170)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1174)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1176)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1177)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1180)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1181)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1182)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1184)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1188)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1190)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1195)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1198)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1199)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1204)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1210)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1215)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1220)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1230)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1233)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1236)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1245)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1246)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1247)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1248)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1256)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1257)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1259)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1267)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1272)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1275)), {C=0.0009066183136899365, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1281)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1285)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1299)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1300)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1301)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1303)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1309)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1314)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1320)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1324)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1326)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1327)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1333)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1335)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1336)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1338)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1339)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1341)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1348)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1354)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1356)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1357)), {C=0.0008058829455021659, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1362)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1363)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1366)), {C=0.0008058829455021659, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1371)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1378)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1382)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1387)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1390)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1393)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1394)), {C=0.0009066183136899365, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1398)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1400)), {C=0.0006044122091266242, S=0.0005836008170411438}
