(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(2)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(646)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(656)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(660)), {C=0.0008922375334589076, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(668)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(674)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(675)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(682)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(684)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(685)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(690)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(692)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(693)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(713)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(733)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(735)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(737)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(739)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(747)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(749)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(757)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(761)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(765)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(772)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(774)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(779)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(784)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(790)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(791)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(792)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(794)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(797)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(801)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(803)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(806)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(819)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(820)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(823)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(824)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(825)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(828)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(830)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(831)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(834)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(839)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(840)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(844)), {C=0.0007931000297412512, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(848)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(849)), {C=0.0007931000297412512, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(850)), {C=0.0007931000297412512, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(859)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(860)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(861)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(863)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(864)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(865)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(877)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(878)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(880)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(884)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(890)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(895)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(896)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(898)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(905)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(911)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(912)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(914)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(915)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(916)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(917)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(918)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(920)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(921)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(929)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(931)), {C=0.0007931000297412512, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(934)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(939)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(951)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(952)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(953)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(955)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(959)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(960)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(970)), {C=0.0008922375334589076, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(971)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(973)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(975)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(976)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(988)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(990)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(993)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(996)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(997)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1007)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1011)), {C=0.0008922375334589076, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1015)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1016)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1024)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1026)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1034)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1040)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1045)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1057)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1063)), {C=0.0007931000297412512, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1075)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1077)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1084)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1086)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1090)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1093)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1097)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1107)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1123)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1134)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1140)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1151)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1152)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1153)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1154)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1155)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1182)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1183)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1184)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1193)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1196)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1199)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1205)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1206)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1211)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1226)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1227)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1229)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1242)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1245)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1257)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1262)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1265)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1266)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1271)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1275)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1283)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1289)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1293)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1296)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1302)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1303)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1308)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1311)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1315)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1320)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1328)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1334)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1339)), {C=0.0007931000297412512, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1340)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1342)), {C=0.000991375037176564, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1343)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1353)), {C=0.0010905125408942203, S=0.001069934831242097}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1355)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1359)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1361)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1362)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1363)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1366)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1367)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1372)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1374)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1386)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1387)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1388)), {C=0.0005948250223059383, S=0.0005836008170411438}
