(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(13)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(838)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(840)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(852)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(854)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(862)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(863)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(869)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(871)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(881)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(882)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(884)), {C=0.0007982438635002994, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(886)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(887)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(894)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(904)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(905)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(906)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(907)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(910)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(913)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(920)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(922)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(926)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(934)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(935)), {C=0.0007982438635002994, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(938)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(939)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(944)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(949)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(956)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(960)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(963)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(966)), {C=0.0007982438635002994, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(968)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(969)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(971)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(978)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(979)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(980)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(994)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(996)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(998)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(999)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1001)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1002)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1009)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1013)), {C=0.0007982438635002994, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1014)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1018)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1020)), {C=0.0009978048293753743, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1041)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1042)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1045)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1059)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1063)), {C=0.0007982438635002994, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1072)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1075)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1080)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1083)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1085)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1087)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1091)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1100)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1101)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1103)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1112)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1118)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1120)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1124)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1127)), {C=0.0007982438635002994, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1134)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1141)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1144)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1145)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1149)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1150)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1155)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1165)), {C=0.0007982438635002994, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1170)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1174)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1175)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1176)), {C=0.0008980243464378368, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1177)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1180)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1182)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1185)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1203)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1208)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1210)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1211)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1220)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1221)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1233)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1235)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1236)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1245)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1246)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1247)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1256)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1267)), {C=0.0008980243464378368, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1272)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1275)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1285)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1288)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1292)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1299)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1300)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1304)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1309)), {C=0.0007982438635002994, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1314)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1315)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1316)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1318)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1320)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1333)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1334)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1335)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1341)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1348)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1356)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1357)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1360)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1362)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1366)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1371)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1378)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1382)), {C=0.0007982438635002994, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1387)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1393)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1394)), {C=0.0007982438635002994, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1400)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1401)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1409)), {C=0.0007982438635002994, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1414)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1415)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1421)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1423)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1431)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1432)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1435)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1438)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1441)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1442)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1448)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1449)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1452)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1453)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1455)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1458)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1467)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1482)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1483)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1492)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1495)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1499)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1506)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1519)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1520)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1521)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1522)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1525)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1526)), {C=0.0005986828976252245, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1533)), {C=0.0007982438635002994, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1543)), {C=0.0006984633805627619, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1546)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1550)), {C=0.0007982438635002994, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1555)), {C=0.0004989024146876871, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(M)) --> (buy(1558)), {C=0.0006984633805627619, S=0.0006808676198813345}
