(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(2)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(362)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(363)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(367)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(368)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(369)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(370)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(371)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(372)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(373)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(375)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(376)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(377)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(378)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(379)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(380)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(382)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(384)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(385)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(388)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(390)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(391)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(392)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(393)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(394)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(395)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(396)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(399)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(400)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(401)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(402)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(403)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(404)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(405)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(406)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(409)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(410)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(411)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(412)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(414)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(415)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(416)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(417)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(418)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(419)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(421)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(423)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(425)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(426)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(427)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(428)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(429)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(432)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(433)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(434)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(436)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(438)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(440)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(441)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(442)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(443)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(444)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(446)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(447)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(450)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(451)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(452)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(453)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(454)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(455)), {C=0.0016613804561244525, S=0.001069934831242097}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(456)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(460)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(461)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(462)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(463)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(466)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(467)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(468)), {C=0.0018124150430448571, S=0.0011672016340822876}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(472)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(473)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(475)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(476)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(477)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(478)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(482)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(486)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(488)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(489)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(490)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(491)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(492)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(493)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(494)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(495)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(496)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(498)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(500)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(501)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(502)), {C=0.0016613804561244525, S=0.001069934831242097}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(504)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(505)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(506)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(507)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(510)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(513)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(514)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(517)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(518)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(519)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(520)), {C=0.0016613804561244525, S=0.001069934831242097}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(522)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(523)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(524)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(525)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(527)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(528)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(529)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(530)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(531)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(534)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(536)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(537)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(539)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(541)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(544)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(545)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(546)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(547)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(548)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(549)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(550)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(552)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(553)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(555)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(556)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(558)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(559)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(560)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(561)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(565)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(566)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(567)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(569)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(570)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(572)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(576)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(578)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(579)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(581)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(582)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(584)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(586)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(587)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(588)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(589)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(591)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(593)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(594)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(598)), {C=0.0016613804561244525, S=0.001069934831242097}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(599)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(603)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(604)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(605)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(606)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(608)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(609)), {C=0.0016613804561244525, S=0.001069934831242097}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(610)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(611)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(613)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(614)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(615)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(616)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(617)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(618)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(620)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(622)), {C=0.0016613804561244525, S=0.001069934831242097}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(623)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(626)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(627)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(629)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(631)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(632)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(633)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(636)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(637)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(638)), {C=0.001963449629965262, S=0.0012644684369224784}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(639)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(640)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(641)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(642)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(643)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(645)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(647)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(648)), {C=0.0009062075215224286, S=0.0005836008170411438}
