(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(22)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1084)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1086)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1089)), {C=0.0010521569216894633, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1109)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1110)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1116)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1117)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1119)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1125)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1133)), {C=0.0010521569216894633, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1138)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1140)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1154)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1158)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1162)), {C=0.0012024650533593868, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1163)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1187)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1191)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1192)), {C=0.0012024650533593868, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1193)), {C=0.0010521569216894633, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1198)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1206)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1221)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1222)), {C=0.0013527731850293103, S=0.0008754012255617158}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1224)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1226)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1227)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1232)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1251)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1253)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1264)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1284)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1287)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1296)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1305)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1306)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1311)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1319)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1325)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1335)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1344)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1347)), {C=0.0012024650533593868, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1351)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1353)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1358)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1368)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1370)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1378)), {C=0.0010521569216894633, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1382)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1383)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1384)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1387)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1393)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1395)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1397)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1399)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1407)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1410)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1412)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1420)), {C=0.0010521569216894633, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1427)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1434)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1437)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1440)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1452)), {C=0.0010521569216894633, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1453)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1455)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1470)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1471)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1476)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1480)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1487)), {C=0.0012024650533593868, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1490)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1496)), {C=0.0010521569216894633, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1504)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1510)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1527)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1534)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1536)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1538)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1539)), {C=0.0007515406583496168, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1550)), {C=0.00090184879001954, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1552)), {C=0.00090184879001954, S=0.0005836008170411438}
