(gender(Female))(yearly_salary($70K - $90K)) --> (buy(3)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(924)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(928)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(929)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(930)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(931)), {C=0.0014069644741470278, S=0.0007781344227215252}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(939)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(940)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(948)), {C=0.0015828350334154064, S=0.0008754012255617158}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(953)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(954)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(956)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(958)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(959)), {C=0.0014069644741470278, S=0.0007781344227215252}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(960)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(962)), {C=0.0014069644741470278, S=0.0007781344227215252}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(964)), {C=0.0014069644741470278, S=0.0007781344227215252}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(967)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(968)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(971)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(975)), {C=0.0015828350334154064, S=0.0008754012255617158}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(979)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(981)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(983)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(984)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(988)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1003)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1008)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1013)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1014)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1019)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1024)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1033)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1044)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1046)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1047)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1050)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1054)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1055)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1059)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1063)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1065)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1068)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1070)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1077)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1081)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1083)), {C=0.0014069644741470278, S=0.0007781344227215252}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1084)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1086)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1091)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1096)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1097)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1099)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1104)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1105)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1109)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1110)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1112)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1120)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1125)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1126)), {C=0.0014069644741470278, S=0.0007781344227215252}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1133)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1134)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1138)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1144)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1148)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1151)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1156)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1162)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1164)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1166)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1176)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1191)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1192)), {C=0.0015828350334154064, S=0.0008754012255617158}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1196)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1199)), {C=0.0014069644741470278, S=0.0007781344227215252}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1205)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1207)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1220)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1222)), {C=0.0014069644741470278, S=0.0007781344227215252}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1224)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1227)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1230)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1237)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1243)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1249)), {C=0.0014069644741470278, S=0.0007781344227215252}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1250)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1251)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1256)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1257)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1259)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1261)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1264)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1271)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1278)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1281)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1282)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1286)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1290)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1294)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1296)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1297)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1298)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1301)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1305)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1313)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1314)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1324)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1325)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1329)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1335)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1342)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1343)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1347)), {C=0.0017587055926837848, S=0.0009726680284019065}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1351)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1352)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1353)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1362)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1368)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1382)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1383)), {C=0.0014069644741470278, S=0.0007781344227215252}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1384)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1386)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1392)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1393)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1397)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1399)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1403)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1407)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1408)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1409)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1416)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1420)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1429)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1433)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1434)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1442)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1447)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1450)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1452)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1453)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1458)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1461)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1463)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1464)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1471)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1473)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1478)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1480)), {C=0.0014069644741470278, S=0.0007781344227215252}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1485)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1487)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1488)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1490)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1491)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1496)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1500)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1502)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1507)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1516)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1520)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1527)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1538)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1546)), {C=0.0012310939148786491, S=0.0006808676198813345}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1547)), {C=0.0008793527963418924, S=0.00048633401420095323}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1548)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1550)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1552)), {C=0.0010552233556102707, S=0.0005836008170411438}
(gender(Female))(yearly_salary($70K - $90K)) --> (buy(1556)), {C=0.0008793527963418924, S=0.00048633401420095323}
