(gender(Male))(yearly_salary($50K - $70K)) --> (buy(6)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(510)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(514)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(515)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(516)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(518)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(520)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(522)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(525)), {C=0.00164257555847569, S=0.0009726680284019065}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(526)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(529)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(531)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(536)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(537)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(539)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(540)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(541)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(542)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(545)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(546)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(550)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(552)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(553)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(555)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(556)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(561)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(562)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(563)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(565)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(566)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(567)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(568)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(569)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(576)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(579)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(581)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(582)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(583)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(586)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(589)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(592)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(593)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(595)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(597)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(598)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(599)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(602)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(605)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(606)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(608)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(609)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(611)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(612)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(614)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(615)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(617)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(618)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(622)), {C=0.0018068331143232589, S=0.001069934831242097}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(623)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(626)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(627)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(628)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(629)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(632)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(636)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(637)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(638)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(639)), {C=0.00164257555847569, S=0.0009726680284019065}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(642)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(643)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(645)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(647)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(649)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(652)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(655)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(658)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(660)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(663)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(671)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(675)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(676)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(677)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(681)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(683)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(688)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(691)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(692)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(693)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(694)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(698)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(702)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(703)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(704)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(705)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(707)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(711)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(723)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(728)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(729)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(734)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(737)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(738)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(739)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(740)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(742)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(743)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(746)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(748)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(749)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(750)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(751)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(753)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(755)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(757)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(763)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(765)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(766)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(769)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(773)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(778)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(779)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(784)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(786)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(787)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(788)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(789)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(791)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(792)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(794)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(795)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(797)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(798)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(807)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(808)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(810)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(813)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(814)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(815)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(819)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(820)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(823)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(826)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(827)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(830)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(833)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(834)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(835)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(841)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(842)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(843)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(844)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(845)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(847)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(849)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(850)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(851)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(852)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(856)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(858)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(860)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(861)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(865)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(866)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(868)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(869)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(871)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(873)), {C=0.00164257555847569, S=0.0009726680284019065}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(875)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(879)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(882)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(884)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(887)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(889)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(892)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(893)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(897)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(898)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(899)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(900)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(901)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(902)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(903)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(905)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(906)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(908)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(909)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(910)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(912)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(915)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(918)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(924)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(925)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(926)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(927)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(931)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(934)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(936)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(938)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(942)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(943)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(944)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(947)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(948)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(951)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(952)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(953)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(956)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(958)), {C=0.0019710906701708277, S=0.0011672016340822876}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(960)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(964)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(965)), {C=0.0018068331143232589, S=0.001069934831242097}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(966)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(970)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(971)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(975)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(980)), {C=0.00164257555847569, S=0.0009726680284019065}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(982)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(983)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(985)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(986)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(987)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(988)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(989)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(992)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(994)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(995)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(996)), {C=0.00164257555847569, S=0.0009726680284019065}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1001)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1005)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1007)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1012)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1015)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1016)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1017)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1019)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1022)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1023)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1025)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1028)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1030)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1032)), {C=0.00164257555847569, S=0.0009726680284019065}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1033)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1034)), {C=0.000821287779237845, S=0.00048633401420095323}
