(gender(Male))(yearly_salary($10K - $30K)) --> (buy(4)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(339)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(340)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(342)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(343)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(344)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(345)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(346)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(348)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(351)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(353)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(354)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(355)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(358)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(361)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(362)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(363)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(364)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(365)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(366)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(368)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(369)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(370)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(371)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(372)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(373)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(374)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(375)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(378)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(380)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(381)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(382)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(383)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(384)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(385)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(386)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(388)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(389)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(390)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(392)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(393)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(394)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(395)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(400)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(402)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(404)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(405)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(406)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(407)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(411)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(412)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(413)), {C=0.0019068806610519622, S=0.0011672016340822876}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(414)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(415)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(419)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(420)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(422)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(423)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(425)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(426)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(427)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(428)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(430)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(431)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(432)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(433)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(437)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(439)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(440)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(441)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(442)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(443)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(444)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(445)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(447)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(451)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(452)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(454)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(455)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(456)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(458)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(460)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(462)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(463)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(464)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(465)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(468)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(469)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(470)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(472)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(473)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(474)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(475)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(477)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(480)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(481)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(483)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(485)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(486)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(487)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(488)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(489)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(491)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(492)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(493)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(495)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(497)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(499)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(500)), {C=0.0019068806610519622, S=0.0011672016340822876}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(501)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(502)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(503)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(504)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(506)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(507)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(511)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(512)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(513)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(514)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(515)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(516)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(517)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(518)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(519)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(521)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(522)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(523)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(524)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(525)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(526)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(527)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(528)), {C=0.0019068806610519622, S=0.0011672016340822876}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(529)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(530)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(532)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(533)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(534)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(535)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(536)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(538)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(539)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(540)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(541)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(542)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(543)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(544)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(547)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(548)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(549)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(550)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(551)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(552)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(553)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(554)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(555)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(557)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(558)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(563)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(564)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(566)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(567)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(568)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(569)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(570)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(571)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(572)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(574)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(575)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(576)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(578)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(580)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(581)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(582)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(583)), {C=0.0019068806610519622, S=0.0011672016340822876}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(584)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(585)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(586)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(587)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(588)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(589)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(590)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(591)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(592)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(593)), {C=0.002383600826314953, S=0.0014590020426028597}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(594)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(595)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(596)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(597)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(598)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(600)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(602)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(603)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(606)), {C=0.0020657873828062927, S=0.0012644684369224784}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(608)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(609)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(612)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(613)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(616)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(617)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(620)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(621)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(622)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(623)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(624)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(626)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(627)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(628)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(629)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(630)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(631)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(633)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(634)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(636)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(638)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(639)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(640)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(641)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(642)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(643)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(644)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(645)), {C=0.0019068806610519622, S=0.0011672016340822876}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(646)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(647)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(648)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(649)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(650)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(651)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(653)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(654)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(657)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(658)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(660)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(663)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(664)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(668)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(672)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(673)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(674)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(675)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(676)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(679)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(680)), {C=0.0011123470522803112, S=0.0006808676198813345}
