(gender(Female))(yearly_salary($10K - $30K)) --> (buy(2)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(373)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(374)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(375)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(376)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(377)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(378)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(379)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(380)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(381)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(382)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(383)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(384)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(385)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(387)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(388)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(389)), {C=0.0020933977455716585, S=0.0012644684369224784}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(390)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(391)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(392)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(393)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(394)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(395)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(396)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(397)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(398)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(399)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(400)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(401)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(403)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(404)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(406)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(407)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(409)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(410)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(411)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(412)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(413)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(414)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(415)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(416)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(417)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(418)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(419)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(420)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(421)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(422)), {C=0.0019323671497584538, S=0.0011672016340822876}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(424)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(426)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(427)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(428)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(429)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(430)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(432)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(434)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(435)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(436)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(437)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(438)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(440)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(443)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(444)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(445)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(446)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(447)), {C=0.0020933977455716585, S=0.0012644684369224784}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(448)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(451)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(452)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(453)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(454)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(455)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(456)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(457)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(458)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(461)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(462)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(463)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(464)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(465)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(466)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(467)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(468)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(469)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(474)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(475)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(476)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(477)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(478)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(479)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(481)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(482)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(484)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(485)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(486)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(487)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(488)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(489)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(492)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(493)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(495)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(497)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(498)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(499)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(500)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(502)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(504)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(505)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(507)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(509)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(510)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(511)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(513)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(514)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(515)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(516)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(517)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(518)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(519)), {C=0.0020933977455716585, S=0.0012644684369224784}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(522)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(523)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(524)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(525)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(526)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(527)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(528)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(529)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(530)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(531)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(532)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(533)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(534)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(535)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(536)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(537)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(538)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(539)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(541)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(542)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(543)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(544)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(546)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(547)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(549)), {C=0.0024154589371980675, S=0.0014590020426028597}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(550)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(551)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(553)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(554)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(556)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(557)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(558)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(559)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(560)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(562)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(563)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(564)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(566)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(568)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(570)), {C=0.0020933977455716585, S=0.0012644684369224784}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(572)), {C=0.0019323671497584538, S=0.0011672016340822876}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(573)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(574)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(576)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(577)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(578)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(579)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(580)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(583)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(584)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(585)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(586)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(587)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(590)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(591)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(593)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(596)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(597)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(598)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(600)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(601)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(603)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(604)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(605)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(607)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(608)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(609)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(610)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(611)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(613)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(614)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(615)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(617)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(618)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(623)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(626)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(627)), {C=0.0019323671497584538, S=0.0011672016340822876}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(629)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(630)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(633)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(634)), {C=0.002254428341384863, S=0.001361735239762669}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(635)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(637)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(638)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(639)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(642)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(644)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(645)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(647)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(648)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(650)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(651)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(656)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(657)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(659)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(662)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(663)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(664)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(666)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(667)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(668)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(670)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(671)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(674)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(675)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(676)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(678)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(681)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(684)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(685)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(686)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(687)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(688)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(689)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(690)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(691)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(693)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(695)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(696)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(697)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(698)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(701)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(703)), {C=0.0009661835748792269, S=0.0005836008170411438}
