(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(2)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(421)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(422)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(423)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(424)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(426)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(427)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(428)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(429)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(432)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(433)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(434)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(435)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(443)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(444)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(447)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(448)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(450)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(451)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(452)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(453)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(455)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(458)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(460)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(464)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(465)), {C=0.001110886689557665, S=0.001069934831242097}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(467)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(468)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(473)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(475)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(477)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(478)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(479)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(480)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(481)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(482)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(484)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(485)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(488)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(493)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(494)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(495)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(496)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(501)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(502)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(504)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(505)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(511)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(512)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(513)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(515)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(518)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(519)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(521)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(523)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(524)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(529)), {C=0.0010098969905069683, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(533)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(534)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(537)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(539)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(541)), {C=0.0010098969905069683, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(542)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(543)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(544)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(547)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(548)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(549)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(550)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(551)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(552)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(556)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(558)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(559)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(564)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(565)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(567)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(568)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(569)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(570)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(571)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(573)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(574)), {C=0.0010098969905069683, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(575)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(577)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(579)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(580)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(581)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(583)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(584)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(585)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(586)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(587)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(589)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(592)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(595)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(599)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(600)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(601)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(604)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(607)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(608)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(609)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(612)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(614)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(615)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(616)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(617)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(618)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(620)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(621)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(622)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(625)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(627)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(629)), {C=0.0010098969905069683, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(630)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(632)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(636)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(640)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(642)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(644)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(645)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(646)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(648)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(649)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(650)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(654)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(656)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(658)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(660)), {C=0.0012118763886083618, S=0.0011672016340822876}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(664)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(666)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(668)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(670)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(672)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(674)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(675)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(676)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(680)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(682)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(683)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(684)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(685)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(690)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(692)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(693)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(695)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(696)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(700)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(701)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(708)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(709)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(710)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(713)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(718)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(721)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(724)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(726)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(727)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(733)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(735)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(737)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(739)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(744)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(747)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(749)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(750)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(752)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(753)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(754)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(755)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(757)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(761)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(763)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(764)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(765)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(772)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(774)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(777)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(778)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(779)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(784)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(790)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(791)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(792)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(794)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(797)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(801)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(803)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(804)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(806)), {C=0.0008079175924055747, S=0.0007781344227215252}
